data_venda,id_produto,nome_produto,categoria,filial,vendedor,quantidade,preco_unitario
2025-05-01,PD007,Suco Laranja 1L,Sucos,PINHAIS,João Pereira,23,9.2
2025-09-19,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Carlos Souza,22,8.5
2025-02-14,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,44,7.0
2025-07-07,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Ricardo Alves,18,4.75
2025-08-22,PD002,Soda Limão,Bebidas,PINHAIS,Ricardo Alves,6,4.75
2025-08-09,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Fernanda Lima,30,8.5
2025-11-26,PD002,Soda Limão,Bebidas,CURITIBA,Carlos Souza,16,4.75
2025-07-12,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,33,8.5
2025-12-20,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,48,8.5
2025-09-02,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,23,7.0
2025-11-13,PD007,Suco Laranja 1L,Sucos,PINHAIS,Fernanda Lima,48,9.2
2025-09-29,PD002,Soda Limão,Bebidas,CURITIBA,Ana Silva,30,4.75
2025-10-05,PD007,Suco Laranja 1L,Sucos,CURITIBA,Ana Silva,40,9.2
2025-12-05,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Fernanda Lima,39,6.5
2025-03-15,PD002,Soda Limão,Bebidas,COLOMBO,Fernanda Lima,14,4.75
2025-05-16,PD003,Água Tônica Clássica,Bebidas,CURITIBA,Carlos Souza,19,3.99
2025-09-19,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Ricardo Alves,44,7.0
2025-06-05,PD007,Suco Laranja 1L,Sucos,CURITIBA,Ricardo Alves,41,9.2
2025-08-12,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ana Silva,32,6.5
2025-08-20,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Fernanda Lima,45,3.99
2025-09-01,PD002,Soda Limão,Bebidas,CURITIBA,Ricardo Alves,34,4.75
2025-11-26,PD006,Chocolate Barra 90g,Doces,COLOMBO,Fernanda Lima,12,8.5
2025-06-17,PD006,Chocolate Barra 90g,Doces,PINHAIS,Mariana Costa,36,8.5
2025-06-27,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Ana Silva,16,7.0
2025-05-18,PD006,Chocolate Barra 90g,Doces,PINHAIS,Mariana Costa,23,8.5
2025-05-05,PD003,Água Tônica Clássica,Bebidas,PINHAIS,João Pereira,5,3.99
2025-12-28,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Fernanda Lima,36,5.25
2025-08-31,PD006,Chocolate Barra 90g,Doces,CURITIBA,Carlos Souza,18,8.5
2025-01-21,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,Mariana Costa,38,9.2
2025-12-22,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Carlos Souza,31,6.5
2025-11-14,PD006,Chocolate Barra 90g,Doces,PINHAIS,João Pereira,21,8.5
2025-11-01,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Mariana Costa,15,3.99
2025-03-28,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,João Pereira,37,5.25
2025-02-25,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ana Silva,46,6.5
2025-11-10,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,João Pereira,48,6.5
2025-04-17,PD002,Soda Limão,Bebidas,PINHAIS,Fernanda Lima,19,4.75
2025-10-28,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,João Pereira,6,9.2
2025-01-15,PD007,Suco Laranja 1L,Sucos,COLOMBO,Ana Silva,43,9.2
2025-12-29,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,14,6.5
2025-11-26,PD007,Suco Laranja 1L,Sucos,CURITIBA,Mariana Costa,11,9.2
2025-10-29,PD006,Chocolate Barra 90g,Doces,PINHAIS,Fernanda Lima,45,8.5
2025-06-16,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Fernanda Lima,32,9.2
2025-05-10,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Mariana Costa,17,7.0
2025-12-07,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,Ana Silva,42,5.25
2025-10-05,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,13,6.5
2025-07-30,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,João Pereira,46,9.2
2025-01-23,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,João Pereira,12,5.25
2025-07-24,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,33,4.75
2025-04-18,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,15,6.5
2025-12-13,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Mariana Costa,16,7.0
2025-08-18,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,48,7.0
2025-09-07,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Carlos Souza,31,8.5
2025-01-10,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Carlos Souza,6,6.5
2025-04-08,PD002,Soda Limão,Bebidas,CURITIBA,Ana Silva,7,4.75
2025-08-09,PD006,Chocolate Barra 90g,Doces,COLOMBO,Carlos Souza,16,8.5
2025-10-26,PD002,Soda Limão,Bebidas,ARAUCÁRIA,João Pereira,9,4.75
2025-03-29,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,João Pereira,43,6.5
2025-01-15,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,9,7.0
2025-06-29,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,21,5.25
2025-01-02,PD002,Soda Limão,Bebidas,COLOMBO,Carlos Souza,47,4.75
2025-03-22,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,29,5.25
2025-05-19,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,50,5.25
2025-08-18,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,39,7.0
2025-10-06,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ana Silva,37,6.5
2025-08-16,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,João Pereira,22,7.0
2025-01-01,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Mariana Costa,30,7.0
2025-09-28,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,35,6.5
2025-10-22,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Carlos Souza,42,6.5
2025-03-12,PD007,Suco Laranja 1L,Sucos,CURITIBA,Mariana Costa,32,9.2
2025-04-11,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,46,8.5
2025-06-10,PD007,Suco Laranja 1L,Sucos,CURITIBA,Fernanda Lima,49,9.2
2025-08-19,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,João Pereira,21,5.25
2025-06-26,PD002,Soda Limão,Bebidas,PINHAIS,João Pereira,50,4.75
2025-08-24,PD002,Soda Limão,Bebidas,PINHAIS,Mariana Costa,24,4.75
2025-01-06,PD007,Suco Laranja 1L,Sucos,CURITIBA,Mariana Costa,30,9.2
2025-01-10,PD002,Soda Limão,Bebidas,COLOMBO,Ana Silva,20,4.75
2025-01-03,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Carlos Souza,7,5.25
2025-03-09,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Ricardo Alves,31,7.0
2025-12-12,PD006,Chocolate Barra 90g,Doces,COLOMBO,Fernanda Lima,27,8.5
2025-03-20,PD006,Chocolate Barra 90g,Doces,PINHAIS,Ana Silva,8,8.5
2025-12-07,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,João Pereira,35,3.99
2025-06-18,PD006,Chocolate Barra 90g,Doces,COLOMBO,Ana Silva,6,8.5
2025-03-27,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Ana Silva,26,4.75
2025-01-16,PD007,Suco Laranja 1L,Sucos,COLOMBO,Carlos Souza,36,9.2
2025-04-11,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,34,4.75
2025-01-30,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Mariana Costa,15,3.99
2025-11-21,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ana Silva,18,6.5
2025-04-21,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,38,7.0
2025-07-25,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ana Silva,23,3.99
2025-06-26,PD006,Chocolate Barra 90g,Doces,PINHAIS,Carlos Souza,43,8.5
2025-06-12,PD007,Suco Laranja 1L,Sucos,CURITIBA,Carlos Souza,35,9.2
2025-02-18,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Fernanda Lima,30,3.99
2025-02-16,PD002,Soda Limão,Bebidas,COLOMBO,Mariana Costa,30,4.75
2025-06-15,PD007,Suco Laranja 1L,Sucos,COLOMBO,Ricardo Alves,8,9.2
2025-10-22,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Carlos Souza,36,5.25
2025-08-07,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,João Pereira,13,9.2
2025-01-16,PD002,Soda Limão,Bebidas,COLOMBO,Ana Silva,46,4.75
2025-01-02,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,9,7.0
2025-02-09,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Ana Silva,27,3.99
2025-07-29,PD007,Suco Laranja 1L,Sucos,CURITIBA,Fernanda Lima,7,9.2
2025-08-03,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,João Pereira,17,9.2
2025-07-14,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,João Pereira,40,9.2
2025-12-12,PD006,Chocolate Barra 90g,Doces,PINHAIS,Carlos Souza,22,8.5
2025-07-10,PD006,Chocolate Barra 90g,Doces,CURITIBA,Ricardo Alves,8,8.5
2025-05-15,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Carlos Souza,10,7.0
2025-08-08,PD002,Soda Limão,Bebidas,PINHAIS,João Pereira,11,4.75
2025-04-11,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,29,4.75
2025-02-09,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,34,7.0
2025-03-16,PD007,Suco Laranja 1L,Sucos,PINHAIS,Ana Silva,37,9.2
2025-02-27,PD006,Chocolate Barra 90g,Doces,COLOMBO,Mariana Costa,19,8.5
2025-03-20,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,Ricardo Alves,33,5.25
2025-06-16,PD007,Suco Laranja 1L,Sucos,PINHAIS,João Pereira,12,9.2
2025-12-13,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Ricardo Alves,17,3.99
2025-02-11,PD006,Chocolate Barra 90g,Doces,COLOMBO,João Pereira,47,8.5
2025-11-09,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ricardo Alves,31,6.5
2025-01-25,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Ricardo Alves,39,7.0
2025-06-16,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Mariana Costa,13,6.5
2025-06-17,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Mariana Costa,43,5.25
2025-04-03,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,38,3.99
2025-04-10,PD007,Suco Laranja 1L,Sucos,COLOMBO,Carlos Souza,24,9.2
2025-03-22,PD006,Chocolate Barra 90g,Doces,PINHAIS,Mariana Costa,27,8.5
2025-01-04,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Ana Silva,15,7.0
2025-08-11,PD007,Suco Laranja 1L,Sucos,PINHAIS,Fernanda Lima,21,9.2
2025-02-28,PD002,Soda Limão,Bebidas,COLOMBO,Carlos Souza,9,4.75
2025-11-10,PD007,Suco Laranja 1L,Sucos,PINHAIS,Ricardo Alves,16,9.2
2025-11-25,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ricardo Alves,24,6.5
2025-04-14,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,João Pereira,9,7.0
2025-04-07,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Fernanda Lima,50,5.25
2025-08-27,PD007,Suco Laranja 1L,Sucos,CURITIBA,Ana Silva,14,9.2
2025-08-12,PD007,Suco Laranja 1L,Sucos,CURITIBA,Ricardo Alves,33,9.2
2025-03-19,PD007,Suco Laranja 1L,Sucos,COLOMBO,Fernanda Lima,34,9.2
2025-09-13,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Ana Silva,20,5.25
2025-11-30,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,17,7.0
2025-06-27,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Mariana Costa,35,3.99
2025-07-29,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Ana Silva,30,5.25
2025-09-21,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Ana Silva,13,8.5
2025-09-13,PD006,Chocolate Barra 90g,Doces,SÃO JOSÉ DOS PINHAIS,Carlos Souza,8,8.5
2025-08-24,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ana Silva,42,3.99
2025-05-21,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Fernanda Lima,16,4.75
2025-11-13,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,João Pereira,32,7.0
2025-10-17,PD007,Suco Laranja 1L,Sucos,PINHAIS,Carlos Souza,45,9.2
2025-02-26,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Carlos Souza,45,7.0
2025-01-08,PD002,Soda Limão,Bebidas,PINHAIS,Ana Silva,8,4.75
2025-04-26,PD001,Refrigerante Framboesa,Bebidas,PINHAIS,Fernanda Lima,13,6.5
2025-04-15,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,27,5.25
2025-12-29,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ana Silva,15,5.25
2025-02-21,PD007,Suco Laranja 1L,Sucos,CURITIBA,Ricardo Alves,26,9.2
2025-02-02,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Fernanda Lima,50,7.0
2025-05-03,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Mariana Costa,27,6.5
2025-01-03,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,Ana Silva,42,9.2
2025-10-11,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Mariana Costa,36,3.99
2025-09-23,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,20,4.75
2025-04-21,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,18,3.99
2025-02-20,PD003,Água Tônica Clássica,Bebidas,PINHAIS,João Pereira,50,3.99
2025-09-21,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Fernanda Lima,45,8.5
2025-01-09,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Mariana Costa,10,7.0
2025-12-21,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,João Pereira,46,6.5
2025-09-20,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Ricardo Alves,39,8.5
2025-04-14,PD007,Suco Laranja 1L,Sucos,COLOMBO,Fernanda Lima,48,9.2
2025-11-14,PD005,Salgadinho Cebola 100g,Salgados,COLOMBO,Mariana Costa,20,5.25
2025-10-23,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,João Pereira,35,5.25
2025-05-18,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,6,3.99
2025-07-03,PD001,Refrigerante Framboesa,Bebidas,COLOMBO,Ana Silva,14,6.5
2025-10-07,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Ana Silva,44,7.0
2025-04-24,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Fernanda Lima,21,6.5
2025-05-13,PD006,Chocolate Barra 90g,Doces,CURITIBA,Ricardo Alves,20,8.5
2025-11-26,PD007,Suco Laranja 1L,Sucos,CURITIBA,João Pereira,7,9.2
2025-10-26,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,23,5.25
2025-03-02,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,João Pereira,24,9.2
2025-07-09,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Carlos Souza,24,3.99
2025-04-02,PD007,Suco Laranja 1L,Sucos,PINHAIS,Mariana Costa,9,9.2
2025-04-06,PD004,Refrigerante Gengibre,Bebidas,CURITIBA,Ana Silva,24,7.0
2025-05-20,PD004,Refrigerante Gengibre,Bebidas,ARAUCÁRIA,Carlos Souza,23,7.0
2025-01-12,PD003,Água Tônica Clássica,Bebidas,PINHAIS,Mariana Costa,9,3.99
2025-10-25,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,36,7.0
2025-12-14,PD003,Água Tônica Clássica,Bebidas,CURITIBA,Ana Silva,11,3.99
2025-09-18,PD007,Suco Laranja 1L,Sucos,COLOMBO,Carlos Souza,10,9.2
2025-02-04,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,Mariana Costa,28,7.0
2025-07-20,PD003,Água Tônica Clássica,Bebidas,COLOMBO,João Pereira,22,3.99
2025-03-07,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Ricardo Alves,23,5.25
2025-03-08,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,25,5.25
2025-03-31,PD006,Chocolate Barra 90g,Doces,CURITIBA,João Pereira,5,8.5
2025-11-15,PD002,Soda Limão,Bebidas,CURITIBA,Carlos Souza,22,4.75
2025-04-15,PD007,Suco Laranja 1L,Sucos,PINHAIS,Mariana Costa,46,9.2
2025-10-10,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Ricardo Alves,21,6.5
2025-03-18,PD003,Água Tônica Clássica,Bebidas,CURITIBA,Mariana Costa,14,3.99
2025-05-07,PD003,Água Tônica Clássica,Bebidas,COLOMBO,João Pereira,47,3.99
2025-09-26,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Ana Silva,41,5.25
2025-05-11,PD002,Soda Limão,Bebidas,CURITIBA,Ana Silva,42,4.75
2025-06-29,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,João Pereira,34,6.5
2025-04-29,PD007,Suco Laranja 1L,Sucos,CURITIBA,Mariana Costa,26,9.2
2025-10-04,PD006,Chocolate Barra 90g,Doces,PINHAIS,Ricardo Alves,10,8.5
2025-12-18,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Mariana Costa,20,6.5
2025-06-14,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,João Pereira,24,8.5
2025-06-16,PD002,Soda Limão,Bebidas,CURITIBA,João Pereira,15,4.75
2025-01-08,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Ricardo Alves,19,7.0
2025-03-03,PD007,Suco Laranja 1L,Sucos,PINHAIS,Mariana Costa,14,9.2
2025-09-10,PD002,Soda Limão,Bebidas,PINHAIS,Fernanda Lima,7,4.75
2025-07-28,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Fernanda Lima,47,5.25
2025-09-07,PD002,Soda Limão,Bebidas,COLOMBO,João Pereira,6,4.75
2025-08-02,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,22,4.75
2025-12-05,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Ana Silva,16,9.2
2025-03-17,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Ricardo Alves,14,5.25
2025-05-04,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Ana Silva,33,7.0
2025-03-19,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Ricardo Alves,24,7.0
2025-04-09,PD003,Água Tônica Clássica,Bebidas,COLOMBO,Ricardo Alves,31,3.99
2025-08-14,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Carlos Souza,36,8.5
2025-08-14,PD001,Refrigerante Framboesa,Bebidas,CURITIBA,Mariana Costa,37,6.5
2025-11-10,PD007,Suco Laranja 1L,Sucos,COLOMBO,Mariana Costa,44,9.2
2025-03-29,PD003,Água Tônica Clássica,Bebidas,PINHAIS,João Pereira,17,3.99
2025-07-05,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Fernanda Lima,45,5.25
2025-03-20,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Mariana Costa,48,3.99
2025-05-16,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Carlos Souza,28,6.5
2025-05-30,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,12,6.5
2025-11-22,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Ricardo Alves,24,9.2
2025-08-20,PD002,Soda Limão,Bebidas,COLOMBO,Mariana Costa,15,4.75
2025-12-19,PD006,Chocolate Barra 90g,Doces,COLOMBO,Fernanda Lima,24,8.5
2025-01-15,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,45,6.5
2025-01-11,PD006,Chocolate Barra 90g,Doces,CURITIBA,Mariana Costa,48,8.5
2025-08-03,PD002,Soda Limão,Bebidas,PINHAIS,Carlos Souza,29,4.75
2025-01-25,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,João Pereira,30,5.25
2025-10-10,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,24,4.75
2025-05-10,PD007,Suco Laranja 1L,Sucos,ARAUCÁRIA,Carlos Souza,23,9.2
2025-09-18,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Mariana Costa,35,5.25
2025-10-25,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ricardo Alves,20,5.25
2025-10-29,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Carlos Souza,27,8.5
2025-01-11,PD001,Refrigerante Framboesa,Bebidas,SÃO JOSÉ DOS PINHAIS,Ana Silva,16,6.5
2025-11-24,PD002,Soda Limão,Bebidas,PINHAIS,Mariana Costa,36,4.75
2025-05-29,PD006,Chocolate Barra 90g,Doces,PINHAIS,Mariana Costa,22,8.5
2025-05-19,PD005,Salgadinho Cebola 100g,Salgados,ARAUCÁRIA,Ana Silva,27,5.25
2025-04-08,PD006,Chocolate Barra 90g,Doces,CURITIBA,Ricardo Alves,35,8.5
2025-04-07,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,João Pereira,8,9.2
2025-02-23,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Ricardo Alves,19,5.25
2025-08-14,PD001,Refrigerante Framboesa,Bebidas,ARAUCÁRIA,Fernanda Lima,21,6.5
2025-11-25,PD005,Salgadinho Cebola 100g,Salgados,PINHAIS,Ana Silva,42,5.25
2025-05-24,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Carlos Souza,24,5.25
2025-12-30,PD004,Refrigerante Gengibre,Bebidas,COLOMBO,João Pereira,7,7.0
2025-06-12,PD006,Chocolate Barra 90g,Doces,ARAUCÁRIA,Carlos Souza,17,8.5
2025-07-08,PD002,Soda Limão,Bebidas,ARAUCÁRIA,Mariana Costa,40,4.75
2025-11-16,PD002,Soda Limão,Bebidas,COLOMBO,Ana Silva,37,4.75
2025-09-04,PD005,Salgadinho Cebola 100g,Salgados,SÃO JOSÉ DOS PINHAIS,Ana Silva,33,5.25
2025-04-04,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,João Pereira,37,4.75
2025-09-06,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,30,3.99
2025-02-24,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,22,3.99
2025-05-27,PD007,Suco Laranja 1L,Sucos,SÃO JOSÉ DOS PINHAIS,João Pereira,48,9.2
2025-01-14,PD002,Soda Limão,Bebidas,SÃO JOSÉ DOS PINHAIS,Ricardo Alves,24,4.75
2025-10-28,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Ana Silva,30,3.99
2025-04-21,PD004,Refrigerante Gengibre,Bebidas,PINHAIS,Fernanda Lima,34,7.0
2025-04-24,PD004,Refrigerante Gengibre,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,35,7.0
2025-04-13,PD003,Água Tônica Clássica,Bebidas,SÃO JOSÉ DOS PINHAIS,Fernanda Lima,39,3.99
2025-06-20,PD003,Água Tônica Clássica,Bebidas,ARAUCÁRIA,Ricardo Alves,31,3.99
2025-10-03,PD005,Salgadinho Cebola 100g,Salgados,CURITIBA,Ana Silva,15,5.25
